id,code,category,category_name,name,default_route
RV-EVT-0084,E-USB-RUBBERDUCKY,E,"Network and endpoint compromise vectors","USB rubber ducky/BadUSB payloads",ESCALATE
RV-EVT-0085,E-WEBCAM-MIC-ACTIVATION,E,"Network and endpoint compromise vectors","Webcam/mic activation without indicator",ESCALATE
RV-EVT-0086,F-CLOUD-SYNC-EXFIL,F,"Data theft, leaks, and exposure","Exfiltration via cloud sync collisions",HARDEN
RV-EVT-0087,F-CONTACT-LIST-SCRAPE,F,"Data theft, leaks, and exposure","Contact list scraping and misuse",HARDEN
RV-EVT-0088,F-CALENDAR-EXPOSURE,F,"Data theft, leaks, and exposure","Calendar exposure and stalking schedules",HARDEN
RV-EVT-0089,F-EXIF-EXPLOIT,F,"Data theft, leaks, and exposure","Photo metadata (EXIF) exploitation",VERIFY
RV-EVT-0090,F-WATERMARK-TRACE,F,"Data theft, leaks, and exposure","Document watermark tracing to source",VERIFY
RV-EVT-0091,F-PASSWORD-MANAGER-TARGET,F,"Data theft, leaks, and exposure","Password manager vault targeting (master credential fishing)",HARDEN
RV-EVT-0092,F-RECOVERY-CODES-HARVEST,F,"Data theft, leaks, and exposure","Recovery codes harvested (printed/mailed/emailed)",HARDEN
RV-EVT-0093,F-FIN-AGGREGATOR-ABUSE,F,"Data theft, leaks, and exposure","Financial aggregator access abuse (read-only tokens)",HARDEN
RV-EVT-0094,F-HEALTH-PORTAL-ACCESS,F,"Data theft, leaks, and exposure","Health portal access for sensitive data",HARDEN
RV-EVT-0095,F-GOV-PORTAL-SCRAPE,F,"Data theft, leaks, and exposure","Government portal scraping (tax, ID, permits)",VERIFY
RV-EVT-0096,G-IMPERSONATION-CONTACTS,G,"Social engineering and impersonation","Impersonation of you to contacts (SMS/DM/email)",HARDEN
RV-EVT-0097,G-URGENT-HELP-FAMILY,G,"Social engineering and impersonation","Urgent help requests to family in your name",VERIFY
RV-EVT-0098,G-DEEPFAKE-VOICE-BANK,G,"Social engineering and impersonation","Deepfake voice snippets to authenticate to banks",ESCALATE
RV-EVT-0099,G-DEEPFAKE-VIDEO-CALL,G,"Social engineering and impersonation","Video-call deepfake attempt (face + voice)",ESCALATE
RV-EVT-0100,G-IT-SUPPORT-SCAM,G,"Social engineering and impersonation","IT support scams targeted to your stack",HARDEN
RV-EVT-0101,G-FAKE-LEGAL-THREAT,G,"Social engineering and impersonation","Fake legal threats demanding immediate payment",VERIFY
RV-EVT-0102,G-MESSAGING-ACCOUNT-TAKEOVER,G,"Social engineering and impersonation","WhatsApp/Telegram account takeover attempts",HARDEN
RV-EVT-0103,G-SOCIAL-CLONE-OUTREACH,G,"Social engineering and impersonation","Social media clone profile outreach to network",HARDEN
RV-EVT-0104,G-LINKEDIN-RECRUITER-LURE,G,"Social engineering and impersonation","LinkedIn recruiter lures for data/phishing",VERIFY
RV-EVT-0105,G-DELIVERY-PRETEXT-ENTRY,G,"Social engineering and impersonation","Delivery-driver pretext to enter property",VERIFY
RV-EVT-0106,H-WHISPER-CAMPAIGN,H,"Psyops and narrative manipulation","Whisper campaigns (rumors at work/neighborhood)",IGNORE
RV-EVT-0107,H-EDITED-SCREENSHOTS,H,"Psyops and narrative manipulation","Edited screenshots of your posts/messages",VERIFY
RV-EVT-0108,H-OUTOFCONTEXT-MEDIA,H,"Psyops and narrative manipulation","Out-of-context video/audio evidence",VERIFY
RV-EVT-0109,H-DOGPILING-COORDINATED,H,"Psyops and narrative manipulation","Coordinated dogpiling on a post to induce silence",IGNORE
RV-EVT-0110,H-CONCERN-TROLLING,H,"Psyops and narrative manipulation","Concern trolling by sockpuppets urging risky actions",IGNORE
RV-EVT-0111,H-REPUTATION-SITE-FALSE,H,"Psyops and narrative manipulation","Reputation site entries with false claims",VERIFY
RV-EVT-0112,H-FAKE-NEWS-MENTION,H,"Psyops and narrative manipulation","Fake news mentions in fringe outlets",IGNORE
RV-EVT-0113,H-HASHTAG-HIJACK,H,"Psyops and narrative manipulation","Hashtag hijacking linking your name to scandal",VERIFY
RV-EVT-0114,H-ANON-TIPS-EMPLOYER,H,"Psyops and narrative manipulation","Anonymous tips to your employer/clients",VERIFY
RV-EVT-0115,H-MENTION-FLOOD,H,"Psyops and narrative manipulation","Flood of low-quality mentions to bury signals",IGNORE
RV-EVT-0116,I-SPURIOUS-PLATFORM-COMPLAINT,I,"Legal/administrative pressure and chokepoints","Spurious complaints to platform trust/safety",VERIFY
RV-EVT-0117,I-FALSE-DMCA-REQUEST,I,"Legal/administrative pressure and chokepoints","False DMCA/privacy takedown requests",VERIFY
RV-EVT-0118,I-PORTAL-SUSPEND-MISUSE,I,"Legal/administrative pressure and chokepoints","Misuse of reporting portals to suspend you",VERIFY
RV-EVT-0119,I-BOGUS-INVOICE-HARASS,I,"Legal/administrative pressure and chokepoints","Bogus invoice/collections harassment",VERIFY
RV-EVT-0120,I-WELFARE-NOISE-CHECK,I,"Legal/administrative pressure and chokepoints","Welfare checks or noise complaints to police",VERIFY
RV-EVT-0121,I-INSURANCE-BANK-FLAG,I,"Legal/administrative pressure and chokepoints","Insurance or banking flagging based on false risk",VERIFY
RV-EVT-0122,I-LANDLORD-PRESSURE,I,"Legal/administrative pressure and chokepoints","Landlord/property manager pressure based on reports",VERIFY
RV-EVT-0123,I-HR-INQUIRY-IMPERSONATION,I,"Legal/administrative pressure and chokepoints","Employer HR inquiries seeded by impersonation",VERIFY
RV-EVT-0124,I-FOIA-HARASSMENT,I,"Legal/administrative pressure and chokepoints","Harassing public records requests (FOIA-like)",VERIFY
RV-EVT-0125,I-PROCESS-SERVER-THREAT,I,"Legal/administrative pressure and chokepoints","Process server impersonations or threats",VERIFY
RV-EVT-0126,J-SMALL-CARD-TEST,J,"Financial and logistics interference","Small unauthorized card transactions (testing)",VERIFY
RV-EVT-0127,J-CARD-FRAUD-REMOTE-CITY,J,"Financial and logistics interference","Card present fraud in cities you weren’t in",VERIFY
RV-EVT-0128,J-DELIVERY-REROUTE,J,"Financial and logistics interference","Delivery reroutes/cancellations you didn’t make",VERIFY
RV-EVT-0129,J-SUBSCRIPTION-DRAIN,J,"Financial and logistics interference","Subscription signups to drain funds/time",VERIFY
RV-EVT-0130,J-TRAVEL-BOOKING-MOD,J,"Financial and logistics interference","Travel booking cancellations/modifications",VERIFY
RV-EVT-0131,J-RIDESHARE-COLLUSION,J,"Financial and logistics interference","Rideshare driver collusion for tracking",VERIFY
RV-EVT-0132,J-RENTAL-ACCOUNT-OPEN,J,"Financial and logistics interference","Rental service accounts opened in your name",VERIFY
RV-EVT-0133,J-BANK-PHISH-SECURITY,J,"Financial and logistics interference","Bank account info phishing via security team",VERIFY
RV-EVT-0134,J-CRYPTO-SEED-PHISH,J,"Financial and logistics interference","Crypto wallet seed phrase phishing",VERIFY
RV-EVT-0135,J-ATM-SKIMMER-PROXIMITY,J,"Financial and logistics interference","ATM skimmer proximity patterns near you",VERIFY
RV-EVT-0136,K-NIGHT-NOISE-HARASS,K,"Environmental and sensory interference","Nighttime noise harassment near bedroom window",IGNORE
RV-EVT-0137,K-CAR-ALARM-TRIGGER,K,"Environmental and sensory interference","Car alarms triggered near your route",IGNORE
RV-EVT-0138,K-STREETLIGHT-FLICKER,K,"Environmental and sensory interference","Streetlight flicker coinciding with exits/entries",IGNORE
RV-EVT-0139,K-ODOR-SMOKE-TIMED,K,"Environmental and sensory interference","Odor/smoke events timed to arrivals",IGNORE
RV-EVT-0140,K-DIRECTED-SPEAKER,K,"Environmental and sensory interference","Directed speaker announcements near workspace",VERIFY
RV-EVT-0141,K-HVAC-TAMPERING,K,"Environmental and sensory interference","HVAC tampering in shared buildings",VERIFY
RV-EVT-0142,K-MOTION-ALERT-FLOOD,K,"Environmental and sensory interference","Proximity-triggered motion alerts floods",IGNORE
RV-EVT-0143,K-LASER-LED-EYES,K,"Environmental and sensory interference","Laser/LED pointer into eyes at crosswalks",VERIFY
RV-EVT-0144,K-FLOODLIGHT-DOOR-TIMED,K,"Environmental and sensory interference","Floodlights timed to your door opens",IGNORE
RV-EVT-0145,K-INTERCOM-BUZZ-NOONE,K,"Environmental and sensory interference","Intercom buzz with no one present",IGNORE
RV-EVT-0146,L-NOCTURNAL-SUGGESTIVE-AUDIO,L,"Dream/sleep interference and cognitive channels","Nocturnal suggestive audio via thin walls or vents",VERIFY
RV-EVT-0147,L-SMART-SPEAKER-ACTIVATION,L,"Dream/sleep interference and cognitive channels","Smart speaker activation at night with suggestive content",VERIFY
RV-EVT-0148,L-NIGHTMARE-PRIMING-MEDIA,L,"Dream/sleep interference and cognitive channels","Nightmare priming via evening targeted media",IGNORE
RV-EVT-0149,L-BEDTIME-PING-STORM,L,"Dream/sleep interference and cognitive channels","Bedtime ping storms (notifications) despite settings",VERIFY
RV-EVT-0150,L-BEDROOM-EM-LIGHT-CHANGE,L,"Dream/sleep interference and cognitive channels","Sudden changes in bedroom EM/light environment",VERIFY
RV-EVT-0151,L-SLEEP-APP-MANIPULATION,L,"Dream/sleep interference and cognitive channels","Sleep tracking app manipulation (false scores)",VERIFY
RV-EVT-0152,L-SLEEP-TALK-RUMOR,L,"Dream/sleep interference and cognitive channels","You talked in your sleep rumors seeded next day",IGNORE
RV-EVT-0153,L-ALARM-MISFIRE,L,"Dream/sleep interference and cognitive channels","Alarm misfires to disrupt circadian rhythm",VERIFY
RV-EVT-0154,L-LATENIGHT-CALL-HANGUP,L,"Dream/sleep interference and cognitive channels","Anonymous late-night calls that hang up",IGNORE
RV-EVT-0155,L-STIMULUS-TIMING-INTRUSIVE,L,"Dream/sleep interference and cognitive channels","Stimulus-timing to anchor intrusive thoughts",VERIFY
RV-EVT-0156,M-NEIGHBOR-CONFRONTATION,M,"Community and relationship pressure","Neighbor confrontations over contrived grievances",VERIFY
RV-EVT-0157,M-HOA-BOARD-COMPLAINTS,M,"Community and relationship pressure","HOA/tenant board weaponized complaints",VERIFY
RV-EVT-0158,M-FRIENDS-FAMILY-FALSE-CONCERN,M,"Community and relationship pressure","Friends/family contacted with false concerns",VERIFY
RV-EVT-0159,M-EXPARTNER-MANIPULATION,M,"Community and relationship pressure","Ex-partner manipulation attempts resurface",VERIFY
RV-EVT-0160,M-COMMUNITY-LEADER-INTERVENE,M,"Community and relationship pressure","Religious/community leaders nudged to intervene",VERIFY
RV-EVT-0161,M-REFS-CONTACTED-INNUENDO,M,"Community and relationship pressure","Professional references contacted with innuendo",VERIFY
RV-EVT-0162,M-MEETUP-ORGANIZER-WARN,M,"Community and relationship pressure","Meetup/event organizers receive warnings",VERIFY
RV-EVT-0163,M-VOLUNTEER-EXCLUSION-PRESSURE,M,"Community and relationship pressure","Volunteer orgs pressured to exclude you",VERIFY
RV-EVT-0164,M-SHOPKEEPER-OBSERVE-REPORT,M,"Community and relationship pressure","Local shopkeepers told to watch/report",VERIFY
RV-EVT-0165,M-SOCIAL-VENUE-BLOCKING,M,"Community and relationship pressure","Coincidental blocking at social venues",VERIFY
RV-EVT-0166,N-RIDESHARE-CANCELLATIONS,N,"Mobility and travel disruptions","Rideshare cancellations upon your pickup",VERIFY
RV-EVT-0167,N-TAXI-DRIVER-LOST,N,"Mobility and travel disruptions","Taxi drivers lost near your destination",VERIFY
RV-EVT-0168,N-TRANSIT-DELAY-LINE,N,"Mobility and travel disruptions","Public transport accidental delays on your line",VERIFY
RV-EVT-0169,N-LUGGAGE-TAMPERING,N,"Mobility and travel disruptions","Luggage tampering indications",VERIFY
RV-EVT-0170,N-AIRPORT-RANDOM-CHECKS,N,"Mobility and travel disruptions","Airport random checks every time",VERIFY
RV-EVT-0171,N-TICKETING-SITE-ERRORS,N,"Mobility and travel disruptions","Ticketing site errors only for your account",VERIFY
RV-EVT-0172,N-HOTEL-RESERVATION-NOTFOUND,N,"Mobility and travel disruptions","Hotel reservation not found on arrival",VERIFY
RV-EVT-0173,N-DUP-BOOKINGS-FLAPPING,N,"Mobility and travel disruptions","Duplicate bookings appearing then disappearing",VERIFY
RV-EVT-0174,N-CAR-RENTAL-DAMAGE-CLAIM,N,"Mobility and travel disruptions","Car rental damage issues invented",VERIFY
RV-EVT-0175,N-PARKING-TICKET-ERRONEOUS,N,"Mobility and travel disruptions","Parking tickets placed erroneously at home",VERIFY
RV-EVT-0176,O-CALENDAR-INVITE-MOVE,O,"Workplace and professional sabotage","Calendar invites moved/duplicated",VERIFY
RV-EVT-0177,O-DOCUMENT-VERSION-CONFLICT,O,"Workplace and professional sabotage","Document version conflicts seeded",VERIFY
RV-EVT-0178,O-ACCESS-RIGHTS-TOGGLE,O,"Workplace and professional sabotage","Access rights toggled on shared repos",HARDEN
RV-EVT-0179,O-MEETING-ID-LEAK,O,"Workplace and professional sabotage","Meeting IDs leaked to crash calls",VERIFY
RV-EVT-0180,O-PERFORMANCE-RUMOR,O,"Workplace and professional sabotage","Performance concern rumors via backchannels",VERIFY
RV-EVT-0181,O-CLIENT-POACH-IMPERSONATION,O,"Workplace and professional sabotage","Client poaching with impersonation",VERIFY
RV-EVT-0182,O-RFP-INVALIDATED-CONFLICT,O,"Workplace and professional sabotage","RFPs invalidated by anonymous conflict tips",VERIFY
RV-EVT-0183,O-HR-POLICY-FALSE-VIOLATION,O,"Workplace and professional sabotage","HR policy violations falsely attributed",VERIFY
RV-EVT-0184,O-EXPENSE-REIMBURSEMENT-LOST,O,"Workplace and professional sabotage","Lost expense reimbursements repeatedly",VERIFY
RV-EVT-0185,O-NDA-BREACH-FALSE,O,"Workplace and professional sabotage","NDA breach accusations seeded with fake evidence",VERIFY
RV-EVT-0186,P-PHARMACY-LOST-MEDS,P,"Health and safety vectors","Pharmacy pickup lost meds",VERIFY
RV-EVT-0187,P-APPOINTMENT-CANCELLED,P,"Health and safety vectors","Appointment cancellations by you",VERIFY
RV-EVT-0188,P-TEST-RESULT-MISDIRECT,P,"Health and safety vectors","Misdirected test results notifications",VERIFY
RV-EVT-0189,P-WEARABLE-DATA-ANOMALY,P,"Health and safety vectors","Wearable device data anomalies",VERIFY
RV-EVT-0190,P-GPS-SAFETY-APP-FALSE-ALARM,P,"Health and safety vectors","GPS safety app false alarms to contacts",VERIFY
RV-EVT-0191,P-EMERGENCY-CONTACT-SPOOF,P,"Health and safety vectors","Emergency contact spoof calls",VERIFY
RV-EVT-0192,P-SMOKE-CO-ALARM-FALSE,P,"Health and safety vectors","Home smoke/CO alarm triggers without cause",VERIFY
RV-EVT-0193,P-FRIDGE-PANTRY-TAMPER,P,"Health and safety vectors","Fridge/pantry tampering suspicion",VERIFY
RV-EVT-0194,P-ALLERGEN-INTRODUCED,P,"Health and safety vectors","Allergens introduced in shared spaces",ESCALATE
RV-EVT-0195,P-BIKE-CAR-TIRE-SLOW-LEAK,P,"Health and safety vectors","Bike/car tire slow leaks near departure",VERIFY
RV-EVT-0196,Q-KYC-FAILURE-WITHOUT-CAUSE,Q,"Platform and identity infrastructure","Identity verification failures (KYC) without cause",VERIFY
RV-EVT-0197,Q-PHONE-NUMBER-INVALID,Q,"Platform and identity infrastructure","Phone number invalid on services",VERIFY
RV-EVT-0198,Q-EMAIL-DOMAIN-REPUTATION-DROP,Q,"Platform and identity infrastructure","Email domain reputation abruptly lowered",VERIFY
RV-EVT-0199,Q-SMS-CODE-DELIVERY-FAIL,Q,"Platform and identity infrastructure","SMS delivery failures on critical codes",VERIFY
RV-EVT-0200,Q-CAPTCHA-FRAUD-HYPERAGGRESSIVE,Q,"Platform and identity infrastructure","Captcha and fraud systems suddenly hyper-aggressive",VERIFY
RV-EVT-0201,Q-USERNAME-SQUATTING,Q,"Platform and identity infrastructure","Username squatting near your handle",VERIFY
RV-EVT-0202,Q-LOOKALIKE-DOMAIN-REGISTER,Q,"Platform and identity infrastructure","Confusable lookalike domains registered",VERIFY
RV-EVT-0203,Q-SOCIAL-HANDLE-TYPO-CLONE,Q,"Platform and identity infrastructure","Social handle subtle typo clones",VERIFY
RV-EVT-0204,Q-GRAVATAR-PHOTO-HIJACK,Q,"Platform and identity infrastructure","Gravatar/profile photo hijack clones",VERIFY
RV-EVT-0205,Q-PASSWORD-BREACH-NOTICE-FAKE,Q,"Platform and identity infrastructure","Password breach notifications faked convincingly",VERIFY
RV-EVT-0206,R-SEARCH-RESULT-POLLUTION,R,"Information environment shaping","Search engine results polluted for your name",VERIFY
RV-EVT-0207,R-AUTOCOMPLETE-POISON,R,"Information environment shaping","Autocomplete poisoned with negative terms",VERIFY
RV-EVT-0208,R-MAP-PIN-MANIPULATION,R,"Information environment shaping","Map pins added/removed for your locations",VERIFY
RV-EVT-0209,R-REVIEW-SITE-BRIGADE,R,"Information environment shaping","Review site brigading against your business",VERIFY
RV-EVT-0210,R-KNOWLEDGE-PANEL-VANDAL,R,"Information environment shaping","Wikipedia/knowledge panel vandalism attempts",VERIFY
RV-EVT-0211,R-DATA-BROKER-FALSE-ENTRIES,R,"Information environment shaping","Data broker files seeded with false entries",VERIFY
RV-EVT-0212,R-PUBLIC-RECORDS-DATA-MIX,R,"Information environment shaping","Public records mixed with someone else’s data",VERIFY
